1.100000000000000089e+00 2.100000000000000089e+00 3.100000000000000089e+00 4.099999999999999645e+00 5.099999999999999645e+00

1.100000000000000089e+00 2.100000000000000089e+00 3.100000000000000089e+00 4.099999999999999645e+00 5.099999999999999645e+00

1.100000000000000089e+00 2.100000000000000089e+00 3.100000000000000089e+00 4.099999999999999645e+00 5.099999999999999645e+00

1.100000000000000089e+00 2.100000000000000089e+00 3.100000000000000089e+00 4.099999999999999645e+00 5.099999999999999645e+00

1.100000000000000089e+00 2.100000000000000089e+00 3.100000000000000089e+00 4.099999999999999645e+00 5.099999999999999645e+00

